Seq,Chapter,Source PDF Page,Table Number,Detected Title,Row #,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,10,,1.75,138,,,,17,,23,,15,,15,,,,20,,,90,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,11,,2.0,158,,,,20,,25,,20,,23,,,,23,,,111,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,12,,2.25,176,,13,,20,,25,,22,,28,,,,26,,,134,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,13,,2.5,196,,15,,25,,30,,25,,15,,26,,,,20,156,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,14,,2.75,215,,15,,30,,30,,28,,22,,30,,,,23,178,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,15,,3.0,235,,20,,35,,35,,30,,25,,30,,,,25,200,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,16,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,17,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,18,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,19,,2. Livestock unit (LU) per ha: calf (0-12 months of age = 0.3 LU; yearling (13-24 months of age) =,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,20,,0.7 LU.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,21,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,22,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,23,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,24,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,25,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,26,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,27,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,28,,6. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,1,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,2,,,----------------------- N rates1(kg/ha) for approximate application dates ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,3,,Stocking rate,,3,"Jan4,5 / Feb",,March,,April,,May,,June,,July,Aug,,"Sept4,5",Total N,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,4,,Ewes,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,5,,/ha2 kg/ha N,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,6,,6,≤80,,,,,13,,13,,,,,,,13,,39,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,7,,8,99,,,,,23,,19,,,,,,,18,,60,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,8,,10,118,,,,,25,,20,,15,,,,,21,,81,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,9,,12,138,,,13,,28,,23,,15,,,,,23,,102,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,10,,14,158,,,13,,33,,23,,13,,15,,,26,,123,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,11,,16,176,,,13,,41,,25,,13,,22,,,30,,144,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,12,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,13,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,14,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,15,,2. Livestock unit (LU) per ha refers to a ewe plus lambs to weaning.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,16,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,17,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,18,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,19,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,20,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,21,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,22,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,23,,6. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,1,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,2,,,------------------------ N rates1(kg/ha) for approximate application dates ----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,3,Stocking rate LU/ha2kg/ha N3,Stocking rate,,,"Jan4, 5 / Feb",,March,,April,,May,,June,July,Aug,,"Sept4, 5",Total N,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,4,,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,5,,LU/ha2kg/ha N,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,6,,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,7,,<1.75,,<149,,,,,,,,,,,,,,0,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,8,,1.75,149,,,†28,,28,,,,,,,,,,56,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,9,,2.0,170,,,†28,,28,,28,,,,,,,,84,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,10,,2.25,191,,,†28,,33,,33,,14,,,,*28,,136,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,11,,>2.5,≥210,,,†28,,33,,33,,28,,,,*28,,150,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,12,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,13,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,14,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,15,,Grass-white clover swards must contain an annual average sward clover content of at least 20% to,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,16,,be considered productive. This level of white clover is necessary to ensure N fixation to replace,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,17,,chemical N fertiliser.Swards should bereseeded orover sownwith white clover seed when,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,18,,average sward clover content drops below 20%.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,19,,2.Livestock unit (LU) per ha refers to a mature dairy cow.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,20,,3. Total annual organic nitrogen (kg) excreted by grazing livestock averaged over the net grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,21,,area (grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,22,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,23,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,24,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,25,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,26,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,27,,"6. At stocking rates above 210 kg/ha organic N, fertiliser N advice is constrained by the NAP",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,28,,regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,29,,7. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,30,,†Applicationof chemical N fertilisermay beunnecessary in paddocks that received slurry in mid-,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,31,,January/early February,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,32,,*Application might not be necessary in paddocks with above average clover contents and warmer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,33,,weather conditions favourable for clover growth and biological N fixation.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,1,Table12-7: Available Nrates for cut swards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,2,,Crop,N application rate (kg/ha)1,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,3,,Silage:firstcut,"1252,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,4,,Silage:second or subsequent cut5,"1002,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,5,,Hay6,65-80,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,6,,1. Rates shown above refer to application of available N. Chemical fertilizer rates should,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,7,,be calculated by deducting the available N contained in organic fertilizer applications,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,8,,from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,9,,"2. If N is applied for early grazing, assume that 20% of this remains available for first cut",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,10,,silage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,11,,3. An extra 25 kg/ha may be used where necessary for establishment of a good ryegrass,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,12,,"sward if pasture is less than 4 years old, provided that the maximum N allowance",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,13,,prescribed inthe NAP regulationsis complied with.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,14,,"4. Where silage fields were grazed rather than cut in the previous year, apply 100 kg/ha for",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,15,,"first cut, and 85 kg/ha for second and subsequent cuts.",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,16,,5. Where multiple cuts are taken the total N use on the farm must comply with NAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,17,,regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,18,,6. Less N is advised when there is a high risk of crop loss due to high rainfall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),1,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),2,,Tillage soil N Index2,Grass only3,Grass / legume3,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),3,,1,75,60,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),4,,2,65,50,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),5,,3,55,40,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),6,,4,55,40,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),7,,"1. For undersown crops, reduce the N rates for the cereal by 50 kg/ha to",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),8,,promote good pasture establishment. Immediately after harvesting the,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),9,,cereal apply 40 kg/ha of N.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),10,,2. SeeTables6-2 and6-3for NIndexsystem.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),11,,"3. Establish the crop before the end of August, especially for grass/clover. Apply half the N",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),12,,at sowing and the remainder shortly after grass emergence if there are signs of N,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),13,,"deficiency in the sward. For all applications of chemical fertilizers or livestock manure,",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),14,,the periods during which application is prohibited under the NAP regulations must be,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),15,,observed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",1,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",2,,Grassland stocking rate1,Available nitrogen2,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",3,,(kg/ha/year),(kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",4,,≤170,206,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",5,,Grassland stocking rate > 170 kg/ha/yr3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",6,,171-210,282,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",7,,"211-250,",250,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",8,,and≥250,2505,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",9,,1.Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",10,,area (grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,13 Grassland Phosphorus,78,,"Table12-9: Annual maximum fertilization rates of availableN for grassland on holdings on which grazing livestockare kept, as specified in the NAP regulations",11,,2.The maximum nitrogen fertilization of grassland shall not exceed that specified for,,,,,,,,,,,,,,,,,,,,,,,,,,,
