Seq,Chapter,Source PDF Page,Table Number,Detected Title,Row #,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,17,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,18,,applicationsfrom the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,19,,2. Livestock unit (LU) per ha:1suckler cow plus calf weaned within 9months= 1.1 LU/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,20,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,21,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,22,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,23,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,24,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,25,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,26,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12 Grassland Nitrogen,69,,Table12-2:Suggestedtiming of available N applications for swards grazed by suckler calf to weaning production systems (weaned within9monthsof age)at various stocking rates,27,,6. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,1,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,2,,,--------------------- N rates1(kg/ha) for approximate application dates -------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,3,Stocking rate LU/ha2kg/ha N3,Stocking rate,,"Jan4,5 / Feb",,March,,April,,May,,June,,July,,Aug,,"Sept4,5",,Total N,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,4,,,,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,5,,LU/ha2kg/ha N,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,6,,,,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,7,,≤1.0,≤80,,,,23,,,,,,,,,,12,,,35,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,8,,1.25,99,,,,23,,15,,,,,,,,15,,,53,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,9,,1.5,118,,,,25,,23,,,,10,,,,17,,,75,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,10,,1.75,138,,,,34,,25,,10,,15,,,,19,,,103,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,11,,2.0,158,,,,42,,30,,20,,20,,,,20,,,132,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,12,,2.25,176,,13,,45,,32,,20,,26,,,,26,,,162,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,13,,2.5,196,,15,,49,,36,,25,,22,,24,,,,22,193,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,14,,2.75,215,,15,,53,,42,,25,,26,,28,,,,26,215,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,15,,3.0,235,,20,,57,,46,,30,,28,,32,,,,28,241,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,16,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,17,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,18,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,19,,2. Livestock unit (LU) per ha: suckler cow = 0.9 LU; calf (0-12 months of age = 0.3 LU; yearling (13-,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,20,,24 months of age) = 0.7 LU; adult cattle (>24 months of age) = 1.0 LU..,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,21,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,22,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,23,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,24,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,25,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,26,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,27,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12 Grassland Nitrogen,70,,Table12-3:Suggestedtiming of available N applications for swards grazed by suckler calf to beef production systems (steers finished at24 monthsof age and heifers finished at 20 months of age)at various stocking rates,28,,6. Total N use on the farm must complywith NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,1,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,2,,,------------------------- N rates1(kg/ha) for approximate application dates-------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,3,Stocking rate LU/ha2kg/ha N3,Stocking rate,,"Jan4,5 / Feb",,March,,April,,May,,June,,July,,Aug,,"Sept4,5",,Total N,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,4,,,,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,5,,LU/ha2kg/ha N,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,6,,,,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,7,,≤1.0,≤80,,,,,,12,,,,,,,,12,,,24,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,8,,1.25,99,,,,15,,15,,,,,,,,15,,,45,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,9,,1.5,118,,,,15,,20,,,,15,,,,17,,,67,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,10,,1.75,138,,,,17,,23,,15,,15,,,,20,,,90,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,11,,2.0,158,,,,20,,25,,20,,23,,,,23,,,111,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,12,,2.25,176,,13,,20,,25,,22,,28,,,,26,,,134,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,13,,2.5,196,,15,,25,,30,,25,,15,,26,,,,20,156,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,14,,2.75,215,,15,,30,,30,,28,,22,,30,,,,23,178,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,15,,3.0,235,,20,,35,,35,,30,,25,,30,,,,25,200,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,16,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,17,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,18,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,19,,2. Livestock unit (LU) per ha: calf (0-12 months of age = 0.3 LU; yearling (13-24 months of age) =,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,20,,0.7 LU.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,21,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,22,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,23,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,24,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,25,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,26,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,27,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12 Grassland Nitrogen,71,,Table12-4:Suggestedtiming of available N applications for swards grazedby calf to beef production systems (finishing steers at24 monthsor age)at various stocking rates,28,,6. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,1,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,2,,,----------------------- N rates1(kg/ha) for approximate application dates ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,3,,Stocking rate,,3,"Jan4,5 / Feb",,March,,April,,May,,June,,July,Aug,,"Sept4,5",Total N,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,4,,Ewes,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,5,,/ha2 kg/ha N,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,6,,6,≤80,,,,,13,,13,,,,,,,13,,39,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,7,,8,99,,,,,23,,19,,,,,,,18,,60,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,8,,10,118,,,,,25,,20,,15,,,,,21,,81,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,9,,12,138,,,13,,28,,23,,15,,,,,23,,102,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,10,,14,158,,,13,,33,,23,,13,,15,,,26,,123,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,11,,16,176,,,13,,41,,25,,13,,22,,,30,,144,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,12,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,13,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,14,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,15,,2. Livestock unit (LU) per ha refers to a ewe plus lambs to weaning.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,16,,3. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland area,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,17,,(grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,18,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,19,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,20,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,21,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,22,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12 Grassland Nitrogen,72,,Table12-5:Suggestedtiming of available N applications for swards grazedby sheep and lamb production systems (mid-March lambing)at various stocking rates with low to and normal clover content,23,,6. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,1,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,2,,,------------------------ N rates1(kg/ha) for approximate application dates ----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,3,Stocking rate LU/ha2kg/ha N3,Stocking rate,,,"Jan4, 5 / Feb",,March,,April,,May,,June,July,Aug,,"Sept4, 5",Total N,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,4,,,,,,,,,,,,,,,,,,"Rate1,6",,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,5,,LU/ha2kg/ha N,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,6,,,,,,,,,,,,,,,,,,(kg/ha),,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,7,,<1.75,,<149,,,,,,,,,,,,,,0,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,8,,1.75,149,,,†28,,28,,,,,,,,,,56,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,9,,2.0,170,,,†28,,28,,28,,,,,,,,84,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,10,,2.25,191,,,†28,,33,,33,,14,,,,*28,,136,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,11,,>2.5,≥210,,,†28,,33,,33,,28,,,,*28,,150,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,12,,1. Rates shown above refer to recommended application of available fertilizer. Chemical fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,13,,rates should be calculated by deducting the available N contained in organic fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,14,,applications from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
